Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-04-28 00:00:00-04:00,33.92956492499559,34.9016389665865,33.88730153720681,34.5466194152832,50610200,0.0,0.0
2014-04-29 00:00:00-04:00,34.7410019426693,34.817077261208915,34.140853998905044,34.242286682128906,29636200,0.0,0.0
2014-04-30 00:00:00-04:00,34.149322509765625,34.23384924279207,33.9549052197261,34.149322509765625,35458700,0.0,0.0
2014-05-01 00:00:00-04:00,34.014075477307415,34.11550819490367,33.76894345400251,33.81120681762695,28787400,0.0,0.0
2014-05-02 00:00:00-04:00,34.07325139064444,34.098608768803004,33.523817884292605,33.54917526245117,43416600,0.0,0.0
2014-05-05 00:00:00-04:00,33.40547063375128,33.50690334500447,33.21950797604732,33.32939529418945,22460900,0.0,0.0
2014-05-06 00:00:00-04:00,33.21105756999051,33.261772314864146,32.92366219258446,33.01664352416992,27112400,0.0,0.0
2014-05-07 00:00:00-04:00,33.15188467949963,33.39701344402994,32.55173339182026,33.32093811035156,41744500,0.0,0.0
2014-05-08 00:00:00-04:00,33.25331363050594,33.726671567143754,32.9405609493368,33.50689697265625,32120400,0.0,0.0
2014-05-09 00:00:00-04:00,33.42237854003906,33.684413327846556,33.27867923507449,33.42237854003906,29647600,0.0,0.0
2014-05-12 00:00:00-04:00,33.59142888092904,33.82810625094018,33.51535355135584,33.78584289550781,22782600,0.0,0.0
2014-05-13 00:00:00-04:00,33.98163160748806,34.47535428931677,33.92204483516191,34.40725326538086,27004800,0.28,0.0
2014-05-14 00:00:00-04:00,34.30510083486261,34.4327886157082,34.09229003161007,34.2540283203125,18818700,0.0,0.0
2014-05-15 00:00:00-04:00,34.12632751550575,34.39021397983401,33.632605081711056,33.7092170715332,37793200,0.0,0.0
2014-05-16 00:00:00-04:00,33.76883862112927,33.913551749838014,33.42834306324725,33.9050407409668,29867100,0.0,0.0
2014-05-19 00:00:00-04:00,33.71774814763171,33.89650846402594,33.590060351786946,33.83692169189453,24537400,0.0,0.0
2014-05-20 00:00:00-04:00,33.7773323059082,33.99865412137855,33.59005775242425,33.7773323059082,21320900,0.0,0.0
2014-05-21 00:00:00-04:00,33.87948074078561,34.34766387939453,33.828408223955556,34.34766387939453,22398700,0.0,0.0
2014-05-22 00:00:00-04:00,34.29659166036415,34.347664177637675,33.922042548436536,34.13485336303711,20201800,0.0,0.0
2014-05-23 00:00:00-04:00,34.364700685311604,34.364700685311604,34.04974148579419,34.15188980102539,18020000,0.0,0.0
2014-05-27 00:00:00-04:00,34.27105069399263,34.27105069399263,33.88799384182427,34.211463928222656,26160600,0.0,0.0
2014-05-28 00:00:00-04:00,34.1688976812229,34.2114591869837,33.89650014767209,34.05823516845703,25711500,0.0,0.0
2014-05-29 00:00:00-04:00,34.17742962934797,34.34767574055237,33.973129749771694,34.33916473388672,19888200,0.0,0.0
2014-05-30 00:00:00-04:00,34.432799434409276,34.87544643392138,34.26255008886829,34.84990692138672,34567600,0.0,0.0
2014-06-02 00:00:00-04:00,34.85842019768008,34.97759376204789,34.6285840747267,34.72222137451172,18504300,0.0,0.0
2014-06-03 00:00:00-04:00,34.56047220832284,34.62857322218231,34.26253839077534,34.29658889770508,18068900,0.0,0.0
2014-06-04 00:00:00-04:00,34.22850242975843,34.364701268122026,33.93056848559946,34.322139739990234,23209000,0.0,0.0
2014-06-05 00:00:00-04:00,34.551964877679694,35.113785312795,34.390229823425514,35.079734802246094,31865200,0.0,0.0
2014-06-06 00:00:00-04:00,35.30957794189453,35.462802022784345,35.10528133219882,35.30957794189453,24060500,0.0,0.0
2014-06-09 00:00:00-04:00,35.232965717645044,35.30957775769028,34.918006551786206,35.13081741333008,15019200,0.0,0.0
2014-06-10 00:00:00-04:00,34.926512622715556,35.037175164309005,34.781802815984996,34.99461364746094,15117700,0.0,0.0
2014-06-11 00:00:00-04:00,34.84139754714268,34.96057112043194,34.70519871377833,34.78181076049805,18040000,0.0,0.0
2014-06-12 00:00:00-04:00,34.73924261394969,34.79882938923935,34.29659567805815,34.54345703125,29818900,0.0,0.0
2014-06-13 00:00:00-04:00,34.98609726130048,35.386182639182024,34.78180069399934,35.09675979614258,26310000,0.0,0.0
2014-06-16 00:00:00-04:00,34.93502418595122,35.4202325845976,34.93502418595122,35.326595306396484,24205300,0.0,0.0
2014-06-17 00:00:00-04:00,35.14785100707463,35.67562115963561,34.33916889198544,35.479835510253906,22518600,0.0,0.0
2014-06-18 00:00:00-04:00,35.420241778772365,35.53090434057475,35.05420682201048,35.45429229736328,27097000,0.0,0.0
2014-06-19 00:00:00-04:00,35.38618930044836,35.55643863673812,35.18189269468944,35.335113525390625,19828200,0.0,0.0
2014-06-20 00:00:00-04:00,35.2840498608722,35.60752335635524,35.22446306528806,35.479835510253906,47764900,0.0,0.0
2014-06-23 00:00:00-04:00,35.522380684491964,35.75221675328849,35.48833017491426,35.74370574951172,18743900,0.0,0.0
2014-06-24 00:00:00-04:00,35.607510663693056,35.70114470392216,35.37767457098018,35.53940963745117,26509100,0.0,0.0
2014-06-25 00:00:00-04:00,35.496843345231866,35.79477717687794,35.29254354122083,35.77775192260742,20049100,0.0,0.0
2014-06-26 00:00:00-04:00,35.6926343803979,35.70114538522272,35.26701269997077,35.51387405395508,23604400,0.0,0.0
2014-06-27 00:00:00-04:00,35.42024297268714,35.9990888192992,35.33511667334049,35.96503829956055,74640000,0.0,0.0
2014-06-30 00:00:00-04:00,35.89693123450393,35.930981748526946,35.496849060058594,35.496849060058594,30793100,0.0,0.0
2014-07-01 00:00:00-04:00,35.63304478198225,35.879906116409614,35.48833173353896,35.64155578613281,26917000,0.0,0.0
2014-07-02 00:00:00-04:00,35.52238593554383,35.66709899902344,35.352136609723736,35.66709899902344,20208100,0.0,0.0
2014-07-03 00:00:00-04:00,35.67560749983379,35.74370852427584,35.377673635988735,35.58197021484375,15969300,0.0,0.0
2014-07-07 00:00:00-04:00,35.53940593928081,35.85436503478628,35.50535542970311,35.74370574951172,21952400,0.0,0.0
2014-07-08 00:00:00-04:00,35.64154578164761,35.75220828795505,35.420224016267284,35.56493377685547,31218200,0.0,0.0
2014-07-09 00:00:00-04:00,35.73519243243887,35.74370668367348,35.35213230776672,35.47130584716797,18445900,0.0,0.0
2014-07-10 00:00:00-04:00,35.21592946838348,35.75221358132923,34.94353191039978,35.48832702636719,21854700,0.0,0.0
2014-07-11 00:00:00-04:00,35.49686146810189,35.8288459777832,35.309586822748585,35.8288459777832,24083000,0.0,0.0
2014-07-14 00:00:00-04:00,35.939496139392915,36.13528172492747,35.78627207293358,35.871395111083984,21881100,0.0,0.0
2014-07-15 00:00:00-04:00,36.033139924884914,36.152313498671525,35.77776426992921,36.13528823852539,28748700,0.0,0.0
2014-07-16 00:00:00-04:00,36.18635304052168,37.718593653947686,36.16081677937646,37.52280807495117,63318000,0.0,0.0
2014-07-17 00:00:00-04:00,38.6890063798027,38.91032819612131,37.6675138298842,37.905860900878906,82180300,0.0,0.0
2014-07-18 00:00:00-04:00,38.00802502274426,38.169760124904485,37.667526310870095,38.04207229614258,43407500,0.0,0.0
2014-07-21 00:00:00-04:00,37.93139933466615,38.44214397157541,37.64197650782152,38.16974639892578,37604400,0.0,0.0
2014-07-22 00:00:00-04:00,38.30594942986318,38.43363722685695,37.956939798280516,38.16123962402344,43095800,0.0,0.0
2014-07-23 00:00:00-04:00,38.68901233167088,38.68901233167088,37.98247876647964,38.195289611816406,52362900,0.0,0.0
2014-07-24 00:00:00-04:00,38.24636207658506,38.305948848348095,37.72710313930532,37.795204162597656,30725300,0.0,0.0
2014-07-25 00:00:00-04:00,37.710083609928894,38.016531766808896,37.710083609928894,37.880332946777344,26737700,0.0,0.0
2014-07-28 00:00:00-04:00,37.76115306649485,37.88883761233843,37.395118190052735,37.429168701171875,29684200,0.0,0.0
2014-07-29 00:00:00-04:00,37.378090165186855,37.531314206635315,37.148254103014175,37.36106491088867,27763100,0.0,0.0
2014-07-30 00:00:00-04:00,37.514302183728034,37.53983845056441,36.85033326809134,37.09719467163086,31921400,0.0,0.0
2014-07-31 00:00:00-04:00,36.926936743030325,37.19082009837443,36.671564392243674,36.739662170410156,31537500,0.0,0.0
2014-08-01 00:00:00-04:00,36.78222495497039,36.81627546884462,36.26296598371336,36.484291076660156,31170300,0.0,0.0
2014-08-04 00:00:00-04:00,36.57793487078429,37.003556628192584,36.44173603830309,36.91843032836914,34277400,0.0,0.0
2014-08-05 00:00:00-04:00,36.86734776027006,36.995032304394506,36.45875137404804,36.67156219482422,26266400,0.0,0.0
2014-08-06 00:00:00-04:00,36.382144927978516,36.748176608388896,35.93098371062615,36.382144927978516,24634000,0.0,0.0
2014-08-07 00:00:00-04:00,36.467274712648674,36.98653381053245,36.305539603158856,36.799259185791016,30314900,0.0,0.0
2014-08-08 00:00:00-04:00,36.799244601400346,36.87585662231904,36.526847026408355,36.77370834350586,28942700,0.0,0.0
2014-08-11 00:00:00-04:00,36.82478085929483,36.98651915192055,36.62048430166846,36.77370834350586,20351600,0.0,0.0
2014-08-12 00:00:00-04:00,36.63751940293921,37.10570265783635,36.603468885104775,37.04611587524414,21431100,0.0,0.0
